geneID,pathway,species,keggID,include,ensemblID
CYP8B1,PPAR signaling pathway,Homo sapiens,hsa03320,TRUE,ENSG00000180432
CYP8B1,Primary bile acid biosynthesis,Homo sapiens,hsa00120,TRUE,ENSG00000180432
CYSLTR1,Calcium signaling pathway,Homo sapiens,hsa04020,TRUE,ENSG00000173198
CYSLTR1,Neuroactive ligand-receptor interaction,Homo sapiens,hsa04080,TRUE,ENSG00000173198
CYSLTR2,Calcium signaling pathway,Homo sapiens,hsa04020,TRUE,ENSG00000152207
CYSLTR2,Neuroactive ligand-receptor interaction,Homo sapiens,hsa04080,TRUE,ENSG00000152207
CYTB,Cardiac muscle contraction,Homo sapiens,hsa04260,TRUE,
CYTB,Oxidative phosphorylation,Homo sapiens,hsa00190,TRUE,
CYTB,Metabolic pathways,Homo sapiens,hsa01100,TRUE,
CYTH1,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000108669
CYTH1,Endocytosis,Homo sapiens,hsa04144,TRUE,ENSG00000108669
CYTH2,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000105443
CYTH2,Endocytosis,Homo sapiens,hsa04144,TRUE,ENSG00000105443
CYTH3,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000008256
CYTH3,Endocytosis,Homo sapiens,hsa04144,TRUE,ENSG00000008256
CYTH4,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000100055
CYTH4,Endocytosis,Homo sapiens,hsa04144,TRUE,ENSG00000100055
DAAM1,Wnt signaling pathway,Homo sapiens,hsa04310,TRUE,ENSG00000100592
DAAM2,Wnt signaling pathway,Homo sapiens,hsa04310,TRUE,ENSG00000146122
DAB2,Endocytosis,Homo sapiens,hsa04144,TRUE,ENSG00000153071
DAB2IP,Apoptosis,Homo sapiens,hsa04210,TRUE,ENSG00000136848
DAB2IP,TNF signaling pathway,Homo sapiens,hsa04668,TRUE,ENSG00000136848
DAD1,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000129562
DAD1,N-Glycan biosynthesis,Homo sapiens,hsa00510,TRUE,ENSG00000129562
DAD1,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000129562
DAG1,ECM-receptor interaction,Homo sapiens,hsa04512,TRUE,ENSG00000173402
DAGLA,Retrograde endocannabinoid signaling,Homo sapiens,hsa04723,TRUE,ENSG00000134780
DAGLA,Aldosterone synthesis and secretion,Homo sapiens,hsa04925,TRUE,ENSG00000134780
DAGLB,Retrograde endocannabinoid signaling,Homo sapiens,hsa04723,TRUE,ENSG00000164535
DAGLB,Aldosterone synthesis and secretion,Homo sapiens,hsa04925,TRUE,ENSG00000164535
DAK,RIG-I-like receptor signaling pathway,Homo sapiens,hsa04622,TRUE,
DAK,Metabolic pathways,Homo sapiens,hsa01100,TRUE,
DAK,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,
DAK,Carbon metabolism,Homo sapiens,hsa01200,TRUE,
DAO,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000110887
DAO,"Glycine, serine and threonine metabolism",Homo sapiens,hsa00260,TRUE,ENSG00000110887
DAO,Arginine and proline metabolism,Homo sapiens,hsa00330,TRUE,ENSG00000110887
DAO,Peroxisome,Homo sapiens,hsa04146,TRUE,ENSG00000110887
DAPP1,B cell receptor signaling pathway,Homo sapiens,hsa04662,TRUE,ENSG00000070190
DARS,Aminoacyl-tRNA biosynthesis,Homo sapiens,hsa00970,TRUE,ENSG00000115866
DARS2,Aminoacyl-tRNA biosynthesis,Homo sapiens,hsa00970,TRUE,ENSG00000117593
DAXX,MAPK signaling pathway,Homo sapiens,hsa04010,TRUE,ENSG00000204209
DAXX,Apoptosis,Homo sapiens,hsa04210,TRUE,ENSG00000204209
DAZAP1,mRNA surveillance pathway,Homo sapiens,hsa03015,TRUE,ENSG00000071626
DBF4,Cell cycle,Homo sapiens,hsa04110,TRUE,ENSG00000006634
DBH,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000123454
DBH,Tyrosine metabolism,Homo sapiens,hsa00350,TRUE,ENSG00000123454
DBI,PPAR signaling pathway,Homo sapiens,hsa03320,TRUE,ENSG00000155368
DBT,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000137992
DBT,"Valine, leucine and isoleucine degradation",Homo sapiens,hsa00280,TRUE,ENSG00000137992
DBT,Propanoate metabolism,Homo sapiens,hsa00640,TRUE,ENSG00000137992
DCC,Axon guidance,Homo sapiens,hsa04360,TRUE,ENSG00000187323
DCK,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000156136
DCK,Pyrimidine metabolism,Homo sapiens,hsa00240,TRUE,ENSG00000156136
DCK,Purine metabolism,Homo sapiens,hsa00230,TRUE,ENSG00000156136
DCLRE1C,Non-homologous end-joining,Homo sapiens,hsa03450,TRUE,ENSG00000152457
DCN,TGF-beta signaling pathway,Homo sapiens,hsa04350,TRUE,ENSG00000011465
DCP1A,RNA degradation,Homo sapiens,hsa03018,TRUE,ENSG00000272886
DCP1B,RNA degradation,Homo sapiens,hsa03018,TRUE,ENSG00000151065
DCP2,RNA degradation,Homo sapiens,hsa03018,TRUE,ENSG00000172795
DCPS,RNA degradation,Homo sapiens,hsa03018,TRUE,ENSG00000110063
DCT,Melanogenesis,Homo sapiens,hsa04916,TRUE,ENSG00000080166
DCT,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000080166
DCT,Tyrosine metabolism,Homo sapiens,hsa00350,TRUE,ENSG00000080166
DCTD,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000129187
DCTD,Pyrimidine metabolism,Homo sapiens,hsa00240,TRUE,ENSG00000129187
DCTN1,Vasopressin-regulated water reabsorption,Homo sapiens,hsa04962,TRUE,ENSG00000204843
DCTN2,Vasopressin-regulated water reabsorption,Homo sapiens,hsa04962,TRUE,ENSG00000175203
DCTN4,Vasopressin-regulated water reabsorption,Homo sapiens,hsa04962,TRUE,ENSG00000132912
DCTN5,Vasopressin-regulated water reabsorption,Homo sapiens,hsa04962,TRUE,ENSG00000166847
DCTN6,Vasopressin-regulated water reabsorption,Homo sapiens,hsa04962,TRUE,ENSG00000104671
DCTPP1,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000179958
DCTPP1,Pyrimidine metabolism,Homo sapiens,hsa00240,TRUE,ENSG00000179958
DCXR,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000169738
DCXR,Pentose and glucuronate interconversions,Homo sapiens,hsa00040,TRUE,ENSG00000169738
DDB1,Ubiquitin mediated proteolysis,Homo sapiens,hsa04120,TRUE,ENSG00000167986
DDB1,Nucleotide excision repair,Homo sapiens,hsa03420,TRUE,ENSG00000167986
DDB2,p53 signaling pathway,Homo sapiens,hsa04115,TRUE,ENSG00000134574
DDB2,Ubiquitin mediated proteolysis,Homo sapiens,hsa04120,TRUE,ENSG00000134574
DDB2,Nucleotide excision repair,Homo sapiens,hsa03420,TRUE,ENSG00000134574
DDC,Dopaminergic synapse,Homo sapiens,hsa04728,TRUE,ENSG00000132437
DDC,Serotonergic synapse,Homo sapiens,hsa04726,TRUE,ENSG00000132437
DDC,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000132437
DDC,Phenylalanine metabolism,Homo sapiens,hsa00360,TRUE,ENSG00000132437
DDC,Tyrosine metabolism,Homo sapiens,hsa00350,TRUE,ENSG00000132437
DDC,Histidine metabolism,Homo sapiens,hsa00340,TRUE,ENSG00000132437
DDC,Tryptophan metabolism,Homo sapiens,hsa00380,TRUE,ENSG00000132437
DDIT3,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000175197
DDIT3,MAPK signaling pathway,Homo sapiens,hsa04010,TRUE,ENSG00000175197
DDIT3,Apoptosis,Homo sapiens,hsa04210,TRUE,ENSG00000175197
DDIT4,mTOR signaling pathway,Homo sapiens,hsa04150,TRUE,ENSG00000168209
DDIT4,PI3K-Akt signaling pathway,Homo sapiens,hsa04151,TRUE,ENSG00000168209
DDO,"Alanine, aspartate and glutamate metabolism",Homo sapiens,hsa00250,TRUE,ENSG00000203797
DDO,Peroxisome,Homo sapiens,hsa04146,TRUE,ENSG00000203797
DDOST,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000244038
DDOST,N-Glycan biosynthesis,Homo sapiens,hsa00510,TRUE,ENSG00000244038
DDOST,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000244038
DDX20,RNA transport,Homo sapiens,hsa03013,TRUE,ENSG00000064703
DDX23,Spliceosome,Homo sapiens,hsa03040,TRUE,ENSG00000174243
DDX39B,Spliceosome,Homo sapiens,hsa03040,TRUE,ENSG00000198563
DDX39B,mRNA surveillance pathway,Homo sapiens,hsa03015,TRUE,ENSG00000198563
DDX39B,RNA transport,Homo sapiens,hsa03013,TRUE,ENSG00000198563
DDX3X,RIG-I-like receptor signaling pathway,Homo sapiens,hsa04622,TRUE,ENSG00000215301
DDX42,Spliceosome,Homo sapiens,hsa03040,TRUE,ENSG00000198231
DDX46,Spliceosome,Homo sapiens,hsa03040,TRUE,ENSG00000145833
DDX5,Spliceosome,Homo sapiens,hsa03040,TRUE,ENSG00000108654
DDX58,NF-kappa B signaling pathway,Homo sapiens,hsa04064,TRUE,ENSG00000107201
DDX58,Cytosolic DNA-sensing pathway,Homo sapiens,hsa04623,TRUE,ENSG00000107201
DDX58,RIG-I-like receptor signaling pathway,Homo sapiens,hsa04622,TRUE,ENSG00000107201
DDX6,RNA degradation,Homo sapiens,hsa03018,TRUE,ENSG00000110367
DECR2,Peroxisome,Homo sapiens,hsa04146,TRUE,ENSG00000242612
DEGS1,Sphingolipid metabolism,Homo sapiens,hsa00600,TRUE,ENSG00000143753
DEGS1,Sphingolipid signaling pathway,Homo sapiens,hsa04071,TRUE,ENSG00000143753
DEGS1,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000143753
DEGS2,Sphingolipid metabolism,Homo sapiens,hsa00600,TRUE,ENSG00000168350
DEGS2,Sphingolipid signaling pathway,Homo sapiens,hsa04071,TRUE,ENSG00000168350
DEGS2,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000168350
DERA,Pentose phosphate pathway,Homo sapiens,hsa00030,TRUE,ENSG00000023697
DERL1,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000136986
DERL2,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000072849
DERL3,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000099958
DET1,Ubiquitin mediated proteolysis,Homo sapiens,hsa04120,TRUE,ENSG00000140543
DFFA,Apoptosis,Homo sapiens,hsa04210,TRUE,ENSG00000160049
DFFB,Apoptosis,Homo sapiens,hsa04210,TRUE,ENSG00000169598
DGAT1,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000185000
DGAT1,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000185000
DGAT1,Fat digestion and absorption,Homo sapiens,hsa04975,TRUE,ENSG00000185000
DGAT1,Retinol metabolism,Homo sapiens,hsa00830,TRUE,ENSG00000185000
DGAT2,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000062282
DGAT2,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000062282
DGAT2,Fat digestion and absorption,Homo sapiens,hsa04975,TRUE,ENSG00000062282
DGKA,Phosphatidylinositol signaling system,Homo sapiens,hsa04070,TRUE,ENSG00000065357
DGKA,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000065357
DGKA,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000065357
DGKA,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000065357
DGKA,Glycerophospholipid metabolism,Homo sapiens,hsa00564,TRUE,ENSG00000065357
DGKB,Phosphatidylinositol signaling system,Homo sapiens,hsa04070,TRUE,ENSG00000136267
DGKB,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000136267
DGKB,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000136267
DGKB,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000136267
DGKB,Glycerophospholipid metabolism,Homo sapiens,hsa00564,TRUE,ENSG00000136267
DGKD,Phosphatidylinositol signaling system,Homo sapiens,hsa04070,TRUE,ENSG00000077044
DGKD,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000077044
DGKD,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000077044
DGKD,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000077044
DGKD,Glycerophospholipid metabolism,Homo sapiens,hsa00564,TRUE,ENSG00000077044
DGKE,Phosphatidylinositol signaling system,Homo sapiens,hsa04070,TRUE,ENSG00000153933
DGKE,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000153933
DGKE,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000153933
DGKE,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000153933
DGKE,Glycerophospholipid metabolism,Homo sapiens,hsa00564,TRUE,ENSG00000153933
DGKG,Phosphatidylinositol signaling system,Homo sapiens,hsa04070,TRUE,ENSG00000058866
DGKG,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000058866
DGKG,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000058866
DGKG,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000058866
DGKG,Glycerophospholipid metabolism,Homo sapiens,hsa00564,TRUE,ENSG00000058866
DGKH,Phosphatidylinositol signaling system,Homo sapiens,hsa04070,TRUE,ENSG00000102780
DGKH,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000102780
DGKH,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000102780
DGKH,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000102780
DGKH,Glycerophospholipid metabolism,Homo sapiens,hsa00564,TRUE,ENSG00000102780
DGKI,Phosphatidylinositol signaling system,Homo sapiens,hsa04070,TRUE,ENSG00000157680
DGKI,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000157680
DGKI,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000157680
DGKI,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000157680
DGKI,Glycerophospholipid metabolism,Homo sapiens,hsa00564,TRUE,ENSG00000157680
DGKK,Phosphatidylinositol signaling system,Homo sapiens,hsa04070,TRUE,ENSG00000274588
DGKK,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000274588
DGKK,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000274588
DGKK,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000274588
DGKK,Glycerophospholipid metabolism,Homo sapiens,hsa00564,TRUE,ENSG00000274588
DGKQ,Phosphatidylinositol signaling system,Homo sapiens,hsa04070,TRUE,ENSG00000145214
DGKQ,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000145214
DGKQ,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000145214
DGKQ,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000145214
DGKQ,Glycerophospholipid metabolism,Homo sapiens,hsa00564,TRUE,ENSG00000145214
DGKZ,Phosphatidylinositol signaling system,Homo sapiens,hsa04070,TRUE,ENSG00000149091
DGKZ,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000149091
DGKZ,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000149091
DGKZ,Glycerolipid metabolism,Homo sapiens,hsa00561,TRUE,ENSG00000149091
DGKZ,Glycerophospholipid metabolism,Homo sapiens,hsa00564,TRUE,ENSG00000149091
DGUOK,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000114956
DGUOK,Purine metabolism,Homo sapiens,hsa00230,TRUE,ENSG00000114956
DHCR24,Steroid biosynthesis,Homo sapiens,hsa00100,TRUE,ENSG00000116133
DHCR24,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000116133
DHCR7,Steroid biosynthesis,Homo sapiens,hsa00100,TRUE,ENSG00000172893
DHCR7,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000172893
DHDDS,Terpenoid backbone biosynthesis,Homo sapiens,hsa00900,TRUE,ENSG00000117682
DHDH,Metabolism of xenobiotics by cytochrome P450,Homo sapiens,hsa00980,TRUE,ENSG00000104808
DHDH,Pentose and glucuronate interconversions,Homo sapiens,hsa00040,TRUE,ENSG00000104808
DHFR,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000228716
DHFR,Folate biosynthesis,Homo sapiens,hsa00790,TRUE,ENSG00000228716
DHFR,One carbon pool by folate,Homo sapiens,hsa00670,TRUE,ENSG00000228716
DHFRL1,Metabolic pathways,Homo sapiens,hsa01100,TRUE,
DHFRL1,Folate biosynthesis,Homo sapiens,hsa00790,TRUE,
DHFRL1,One carbon pool by folate,Homo sapiens,hsa00670,TRUE,
DHH,Hedgehog signaling pathway,Homo sapiens,hsa04340,TRUE,ENSG00000139549
DHODH,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000102967
DHODH,Pyrimidine metabolism,Homo sapiens,hsa00240,TRUE,ENSG00000102967
DHRS3,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000162496
DHRS3,Retinol metabolism,Homo sapiens,hsa00830,TRUE,ENSG00000162496
DHRS4,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000157326
DHRS4,Retinol metabolism,Homo sapiens,hsa00830,TRUE,ENSG00000157326
DHRS4,Peroxisome,Homo sapiens,hsa04146,TRUE,ENSG00000157326
DHRS4L1,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000225766
DHRS4L1,Retinol metabolism,Homo sapiens,hsa00830,TRUE,ENSG00000225766
DHRS4L1,Peroxisome,Homo sapiens,hsa04146,TRUE,ENSG00000225766
DHRS4L2,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000187630
DHRS4L2,Retinol metabolism,Homo sapiens,hsa00830,TRUE,ENSG00000187630
DHRS9,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000073737
DHRS9,Retinol metabolism,Homo sapiens,hsa00830,TRUE,ENSG00000073737
DHX15,Spliceosome,Homo sapiens,hsa03040,TRUE,ENSG00000109606
DHX16,Spliceosome,Homo sapiens,hsa03040,TRUE,ENSG00000204560
DHX36,RNA degradation,Homo sapiens,hsa03018,TRUE,ENSG00000174953
DHX38,Spliceosome,Homo sapiens,hsa03040,TRUE,ENSG00000140829
DHX58,RIG-I-like receptor signaling pathway,Homo sapiens,hsa04622,TRUE,ENSG00000108771
DHX8,Spliceosome,Homo sapiens,hsa03040,TRUE,ENSG00000067596
DIABLO,Apoptosis,Homo sapiens,hsa04210,TRUE,ENSG00000284934
DIABLO,Apoptosis,Homo sapiens,hsa04210,TRUE,ENSG00000184047
DIAPH1,Regulation of actin cytoskeleton,Homo sapiens,hsa04810,TRUE,ENSG00000131504
DIAPH1,Focal adhesion,Homo sapiens,hsa04510,TRUE,ENSG00000131504
DIAPH2,Regulation of actin cytoskeleton,Homo sapiens,hsa04810,TRUE,ENSG00000147202
DIAPH3,Regulation of actin cytoskeleton,Homo sapiens,hsa04810,TRUE,ENSG00000139734
DIO1,Thyroid hormone signaling pathway,Homo sapiens,hsa04919,TRUE,ENSG00000211452
DIO2,Thyroid hormone signaling pathway,Homo sapiens,hsa04919,TRUE,ENSG00000211448
DIO3,Thyroid hormone signaling pathway,Homo sapiens,hsa04919,TRUE,ENSG00000197406
DIS3,RNA degradation,Homo sapiens,hsa03018,TRUE,ENSG00000083520
DIS3L,RNA degradation,Homo sapiens,hsa03018,TRUE,ENSG00000166938
DKC1,Ribosome biogenesis in eukaryotes,Homo sapiens,hsa03008,TRUE,ENSG00000130826
DKK1,Wnt signaling pathway,Homo sapiens,hsa04310,TRUE,ENSG00000107984
DKK2,Wnt signaling pathway,Homo sapiens,hsa04310,TRUE,ENSG00000155011
DKK4,Wnt signaling pathway,Homo sapiens,hsa04310,TRUE,ENSG00000104371
DLAT,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000150768
DLAT,Carbon metabolism,Homo sapiens,hsa01200,TRUE,ENSG00000150768
DLAT,Citrate cycle (TCA cycle),Homo sapiens,hsa00020,TRUE,ENSG00000150768
DLAT,Pyruvate metabolism,Homo sapiens,hsa00620,TRUE,ENSG00000150768
DLAT,Glycolysis / Gluconeogenesis,Homo sapiens,hsa00010,TRUE,ENSG00000150768
DLD,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000091140
DLD,Carbon metabolism,Homo sapiens,hsa01200,TRUE,ENSG00000091140
DLD,Citrate cycle (TCA cycle),Homo sapiens,hsa00020,TRUE,ENSG00000091140
DLD,Pyruvate metabolism,Homo sapiens,hsa00620,TRUE,ENSG00000091140
DLD,Glycolysis / Gluconeogenesis,Homo sapiens,hsa00010,TRUE,ENSG00000091140
DLD,"Glycine, serine and threonine metabolism",Homo sapiens,hsa00260,TRUE,ENSG00000091140
DLD,Glyoxylate and dicarboxylate metabolism,Homo sapiens,hsa00630,TRUE,ENSG00000091140
DLD,"Valine, leucine and isoleucine degradation",Homo sapiens,hsa00280,TRUE,ENSG00000091140
DLD,Propanoate metabolism,Homo sapiens,hsa00640,TRUE,ENSG00000091140
DLG1,T cell receptor signaling pathway,Homo sapiens,hsa04660,TRUE,ENSG00000075711
DLG1,Hippo signaling pathway,Homo sapiens,hsa04390,TRUE,ENSG00000075711
DLG2,Hippo signaling pathway,Homo sapiens,hsa04390,TRUE,ENSG00000150672
DLG3,Hippo signaling pathway,Homo sapiens,hsa04390,TRUE,ENSG00000082458
DLG4,Glutamatergic synapse,Homo sapiens,hsa04724,TRUE,ENSG00000132535
DLG4,Hippo signaling pathway,Homo sapiens,hsa04390,TRUE,ENSG00000132535
DLGAP1,Glutamatergic synapse,Homo sapiens,hsa04724,TRUE,ENSG00000170579
DLL1,Notch signaling pathway,Homo sapiens,hsa04330,TRUE,ENSG00000198719
DLL3,Notch signaling pathway,Homo sapiens,hsa04330,TRUE,ENSG00000090932
DLL4,Notch signaling pathway,Homo sapiens,hsa04330,TRUE,ENSG00000128917
DLST,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000119689
DLST,Carbon metabolism,Homo sapiens,hsa01200,TRUE,ENSG00000119689
DLST,Citrate cycle (TCA cycle),Homo sapiens,hsa00020,TRUE,ENSG00000119689
DLST,Lysine degradation,Homo sapiens,hsa00310,TRUE,ENSG00000119689
DLX5,Signaling pathways regulating pluripotency of stem cells,Homo sapiens,hsa04550,TRUE,ENSG00000105880
DMBT1,Salivary secretion,Homo sapiens,hsa04970,TRUE,ENSG00000187908
DMGDH,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000132837
DMGDH,"Glycine, serine and threonine metabolism",Homo sapiens,hsa00260,TRUE,ENSG00000132837
DNA2,DNA replication,Homo sapiens,hsa03030,TRUE,ENSG00000138346
DNAJA1,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000086061
DNAJA2,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000069345
DNAJB1,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000132002
DNAJB11,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000090520
DNAJB12,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000148719
DNAJB2,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000135924
DNAJC1,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000136770
DNAJC10,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000077232
DNAJC3,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000102580
DNAJC5,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000101152
DNAJC5B,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000147570
DNAJC5G,Protein processing in endoplasmic reticulum,Homo sapiens,hsa04141,TRUE,ENSG00000163793
DNAJC6,Endocytosis,Homo sapiens,hsa04144,TRUE,ENSG00000116675
DNASE2,Lysosome,Homo sapiens,hsa04142,TRUE,ENSG00000105612
DNASE2B,Lysosome,Homo sapiens,hsa04142,TRUE,ENSG00000137976
DNM1,Synaptic vesicle cycle,Homo sapiens,hsa04721,TRUE,ENSG00000106976
DNM1,Endocrine and other factor-regulated calcium reabsorption,Homo sapiens,hsa04961,TRUE,ENSG00000106976
DNM1,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000106976
DNM1,Endocytosis,Homo sapiens,hsa04144,TRUE,ENSG00000106976
DNM1L,TNF signaling pathway,Homo sapiens,hsa04668,TRUE,ENSG00000087470
DNM2,Synaptic vesicle cycle,Homo sapiens,hsa04721,TRUE,ENSG00000079805
DNM2,Endocrine and other factor-regulated calcium reabsorption,Homo sapiens,hsa04961,TRUE,ENSG00000079805
DNM2,Fc gamma R-mediated phagocytosis,Homo sapiens,hsa04666,TRUE,ENSG00000079805
DNM2,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000079805
DNM2,Endocytosis,Homo sapiens,hsa04144,TRUE,ENSG00000079805
DNM3,Synaptic vesicle cycle,Homo sapiens,hsa04721,TRUE,ENSG00000197959
DNM3,Endocrine and other factor-regulated calcium reabsorption,Homo sapiens,hsa04961,TRUE,ENSG00000197959
DNM3,Phospholipase D signaling pathway,Homo sapiens,hsa04072,TRUE,ENSG00000197959
DNM3,Endocytosis,Homo sapiens,hsa04144,TRUE,ENSG00000197959
DNMT1,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000130816
DNMT1,Cysteine and methionine metabolism,Homo sapiens,hsa00270,TRUE,ENSG00000130816
DNMT3A,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000119772
DNMT3A,Cysteine and methionine metabolism,Homo sapiens,hsa00270,TRUE,ENSG00000119772
DNMT3B,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000088305
DNMT3B,Cysteine and methionine metabolism,Homo sapiens,hsa00270,TRUE,ENSG00000088305
DNTT,Hematopoietic cell lineage,Homo sapiens,hsa04640,TRUE,ENSG00000107447
DNTT,Non-homologous end-joining,Homo sapiens,hsa03450,TRUE,ENSG00000107447
DOCK1,Regulation of actin cytoskeleton,Homo sapiens,hsa04810,TRUE,ENSG00000150760
DOCK1,Focal adhesion,Homo sapiens,hsa04510,TRUE,ENSG00000150760
DOCK2,Chemokine signaling pathway,Homo sapiens,hsa04062,TRUE,ENSG00000134516
DOCK2,Fc gamma R-mediated phagocytosis,Homo sapiens,hsa04666,TRUE,ENSG00000134516
DOCK4,Rap1 signaling pathway,Homo sapiens,hsa04015,TRUE,ENSG00000128512
DOLK,N-Glycan biosynthesis,Homo sapiens,hsa00510,TRUE,ENSG00000175283
DOLK,Metabolic pathways,Homo sapiens,hsa01100,TRUE,ENSG00000175283
DOLPP1,N-Glycan biosynthesis,Homo sapiens,hsa00510,TRUE,ENSG00000167130
